Kanton,Verbrauchsprofile typischer Haushalte,Periode,Produkt,Total exkl. MWST (Rp./kWH),Netznutzung (Rp./kWH),Energielieferungkosten (Rp./kWH),Abgaben an das Gemeinwesen (Rp./kWH),Förderabgaben (KEV) (Rp./kWH)
Schwyz,H2,2025,Günstigstes Produkt,28.7436,14.3772,12.1082,1,2.3
St. Gallen,H4,2021,Günstigstes Produkt,19.7394924172083,8.93,7.73,0.65,2.3
Schaffhausen,H4,2022,Günstigstes Produkt,19.61461111111111,10.31285714285714,7.001753968253968,0,2.3
Wallis,H5,2022,Günstigstes Produkt,18.03,6.92,7.98,0.83,2.3
Schaffhausen,H1,2021,Günstigstes Produkt,23.62,14.71,6.61,0,2.3
Thurgau,H4,2022,Günstigstes Produkt,19.86461111111111,9.71,7.470793650793651,0.2,2.3
Graubünden,H5,2021,Günstigstes Produkt,19.4648,7.64133333333333,7.8,1.14,2.3
Glarus,H5,2024,Günstigstes Produkt,32.61904761904762,15.61904761904762,13.7,1,2.3
Appenzell Ausserrhoden,H4,2018,Günstigstes Produkt,16.82333333333333,8.70333333333333,5.82,0,2.3
Solothurn,H1,2020,Günstigstes Produkt,27.70715982142859,14.185,8.30381696428571,1.0156,2.3
Waadt,H5,2019,Günstigstes Produkt,18.02902857142858,7.08788571428572,7.54114285714286,0.9,2.3
Jura,H1,2025,Günstigstes Produkt,33.9625,18.005,11.9575,1.7,2.3
Obwalden,H1,2022,Günstigstes Produkt,26.01,14.26,8.05,1.4,2.3
Bern,H1,2025,Günstigstes Produkt,33.7625,18.005,11.9575,1.5,2.3
Waadt,H5,2018,Günstigstes Produkt,18.71891428571429,7.77777142857143,7.54114285714286,0.9,2.3
Thurgau,H4,2018,Günstigstes Produkt,18.15030158730159,9.94595238095238,5.51953968253968,0.31,2.3
Zürich,H1,2022,Günstigstes Produkt,23.9993005952381,13.44489583333333,7.437224702380952,0.32,2.3
Solothurn,H1,2024,Günstigstes Produkt,37.6,18.68645833333333,16.12458333333333,1.1,2.3
Bern,H1,2018,Günstigstes Produkt,30.37,17.6016666666667,10.1,1.5,2.3
Tessin,H1,2025,Günstigstes Produkt,29.96,14.78,10.65,2.23,2.3
Zürich,H1,2018,Günstigstes Produkt,22.69272321428572,13.9568303571429,5.90690476190476,0.32,2.3
Waadt,H1,2021,Günstigstes Produkt,26.3025,13.29,8,2.6,2.3
Appenzell Ausserrhoden,H1,2019,Günstigstes Produkt,21.16,10.99,7.87,0,2.3
Wallis,H5,2023,Günstigstes Produkt,29.34,7.82,18.28,0.94,2.3
Jura,H2,2018,Günstigstes Produkt,28.2472,15.008,9.4392,1.5,2.3
Neuenburg,H2,2022,Günstigstes Produkt,24.54064,12.97,8.588028571428572,1.6,2.3
Appenzell Ausserrhoden,H1,2025,Günstigstes Produkt,31.07,13.93,14.84,0,2.3
Luzern,H2,2018,Günstigstes Produkt,21.85224,10.0824,8.4616,1.00824,2.3
Solothurn,H2,2018,Günstigstes Produkt,22.9184,12.01,8.27945714285714,1,2.3
Neuenburg,H2,2023,Günstigstes Produkt,28.74104,12.13264,12.7084,1.6,2.3
Glarus,H4,2023,Günstigstes Produkt,31.72711904761905,13.99315079365079,15.13396825396825,0.3,2.3
Uri,C2,2022,Günstigstes Produkt,20.34593333333333,10.47833333333333,6.5676,1,2.3
Basel-Landschaft,C2,2020,Günstigstes Produkt,19.75709133666666,8.35633333333333,8.65470833333333,0.44604967,2.3
Appenzell Ausserrhoden,H4,2023,Günstigstes Produkt,25.97333333333333,9.833333333333334,13.84,0,2.3
Waadt,H4,2024,Günstigstes Produkt,33.32235555555555,12.2188,17.48355555555555,1.32,2.3
Appenzell Ausserrhoden,C2,2025,Günstigstes Produkt,29.1403,11.04571666666667,15.79458333333333,0,2.3
Graubünden,H1,2018,Günstigstes Produkt,23.6623511904762,14.0311755952381,6.875,0.95,2.3
Thurgau,H1,2019,Günstigstes Produkt,22.9203571428571,14.723630952381,6.13363095238095,0.35,2.3
Zug,H1,2019,Günstigstes Produkt,21.0314285714286,11.8214285714286,6.91,0,2.3
Schaffhausen,H4,2024,Günstigstes Produkt,30.02719841269841,15.47719841269841,12.25,0,2.3
Schaffhausen,H1,2022,Günstigstes Produkt,24.3225,14.7225,7.3,0,2.3
Graubünden,H1,2023,Günstigstes Produkt,28.785,13.885,10.6,2,2.3
St. Gallen,H1,2019,Günstigstes Produkt,23.3482620005601,11.4651727682717,7.82382997302914,0.87,2.3
Wallis,H5,2019,Günstigstes Produkt,15.79,6.59,6.3,0.77,2.3
Wallis,H4,2022,Günstigstes Produkt,19.18666666666667,7.666666666666667,8.3,0.92,2.3
Waadt,H4,2023,Günstigstes Produkt,25.85235555555555,9.9688,12.68355555555556,0.9,2.3
Solothurn,H1,2021,Günstigstes Produkt,27.8925,14.185,8.30381696428571,1.0156,2.3
Aargau,C2,2019,Günstigstes Produkt,19.155817,7.87445,8.5233,0.458067,2.3
Appenzell Innerrhoden,H1,2019,Günstigstes Produkt,21.16,10.99,7.87,0,2.3
Wallis,H4,2025,Günstigstes Produkt,28.02666666666667,8.796666666666667,15.9,1.03,2.3
Wallis,H4,2023,Günstigstes Produkt,30.49666666666667,8.566666666666666,18.6,1.03,2.3
Schwyz,H4,2021,Günstigstes Produkt,20.94300000000003,9.62166666666667,7.38133333333333,1.24,2.3
Wallis,H4,2018,Günstigstes Produkt,14.86,7.52,5.5,0.76,2.3
Appenzell Innerrhoden,C2,2020,Günstigstes Produkt,17.13525833333333,6.84895,7.98630833333333,0,2.3
St. Gallen,H1,2024,Günstigstes Produkt,33.35,15.175,15.99855208333333,0.75,2.3
Thurgau,C2,2019,Günstigstes Produkt,16.8519,8.2235,6.4334,0.35,2.3
Freiburg,C2,2018,Günstigstes Produkt,19.90901777777778,8.20299,9.40602777777778,0,2.3
Bern,H4,2019,Günstigstes Produkt,24.25999999999997,12.4333333333333,9.08666666666667,1.5,2.3
Waadt,H1,2022,Günstigstes Produkt,27.3925,14.4825,8.94,2.57,2.3
Waadt,H4,2021,Günstigstes Produkt,23.16663492063488,10.6800317460317,7.98,2.6,2.3
Solothurn,C2,2023,Günstigstes Produkt,23.975,9.46,11.725,1,2.3
Appenzell Ausserrhoden,H4,2024,Günstigstes Produkt,31.20533333333333,12.16333333333333,16.742,0,2.3
Zug,H4,2025,Günstigstes Produkt,28.54285714285714,12.89285714285714,13.35,0,2.3
Solothurn,H1,2022,Günstigstes Produkt,27.06252232142857,15.905,8.303816964285714,0.69,2.3
Appenzell Ausserrhoden,C2,2018,Günstigstes Produkt,15.97135,7.09504166666667,6.57630833333333,0,2.3
Thurgau,H1,2024,Günstigstes Produkt,36.54982142857143,19.13,14.2,0.25,2.3
Bern,H1,2021,Günstigstes Produkt,30.2425,16.945,10.6575,1.5,2.3
Schaffhausen,H1,2023,Günstigstes Produkt,29.0225,16.9225,9.8,0,2.3
Obwalden,H1,2024,Günstigstes Produkt,34.60166666666667,17.0275,13.87416666666667,1.4,2.3
Zug,C2,2024,Günstigstes Produkt,37.87854011111111,10.24084444444444,25.33769566666667,0,2.3
Appenzell Innerrhoden,H1,2020,Günstigstes Produkt,21.6,10.81,8.49,0,2.3
Schaffhausen,H1,2018,Günstigstes Produkt,24.925,16.295,6.33,0,2.3
Freiburg,C2,2021,Günstigstes Produkt,19.53912111111112,7.83309333333334,9.40602777777778,0,2.3
Graubünden,H1,2022,Günstigstes Produkt,24.56,12.61,7.65,2,2.3
Jura,H1,2019,Günstigstes Produkt,31.4825,17.025,10.6575,1.5,2.3
Schaffhausen,H1,2024,Günstigstes Produkt,34.65,20.1,12.25,0,2.3
Waadt,H1,2023,Günstigstes Produkt,31.01566666666667,14.984,12.83166666666667,0.9,2.3
Graubünden,H1,2021,Günstigstes Produkt,23.1658333333333,12.5658333333333,7.8,2,2.3
Basel-Landschaft,C2,2023,Günstigstes Produkt,23.898,10.925,10.333,0.34,2.3
Wallis,H4,2024,Günstigstes Produkt,27.83883333333333,12.15333333333333,12.4,0.9855,2.3
Jura,H4,2020,Günstigstes Produkt,25.23999999999997,12.3533333333333,9.08666666666667,1.5,2.3
Schaffhausen,H4,2018,Günstigstes Produkt,20.17698412698409,11.9015079365079,5.97547619047619,0,2.3
Genf,H1,2019,Günstigstes Produkt,23.445,12.545,8.6,0,2.3
St. Gallen,C2,2021,Günstigstes Produkt,19.12399166666666,7.688491666666665,8.48630833333333,0.6,2.3
Appenzell Ausserrhoden,H1,2020,Günstigstes Produkt,21.6,10.81,8.49,0,2.3
Wallis,H1,2023,Günstigstes Produkt,35.73,11.95,20.05,1.43,2.3
Appenzell Innerrhoden,H4,2025,Günstigstes Produkt,29.12333333333333,11.83333333333333,14.99,0,2.3
Solothurn,C2,2018,Günstigstes Produkt,20.18108333333333,8.24245833333333,8.968625,1,2.3
St. Gallen,C2,2020,Günstigstes Produkt,18.63515,7.15561745589601,7.98630833333333,0.6,2.3
Wallis,H1,2020,Günstigstes Produkt,22.73,10.25,8.95,1.23,2.3
Schwyz,H5,2023,Günstigstes Produkt,21.99106666666666,8.7814,10.32446666666667,0.85,2.3
Obwalden,H1,2025,Günstigstes Produkt,31.62583333333333,17.35083333333333,10.575,1.4,2.3
Basel-Stadt,C2,2018,Günstigstes Produkt,30.19456633333333,13.2352,7.26623333333333,7.393133,2.3
Graubünden,H5,2024,Günstigstes Produkt,30.08,11.6956,13.6,2,2.3
Obwalden,C2,2022,Günstigstes Produkt,19.33336666666667,8.4699,7.163466666666666,1.4,2.3
Zürich,H1,2025,Günstigstes Produkt,24.59142857142857,12.03571428571429,7.705714285714286,2.55,2.3
Luzern,H4,2025,Günstigstes Produkt,20.57933666666667,9.526666666666667,7.8,0.95267,2.3
Glarus,H4,2021,Günstigstes Produkt,21.36574603174605,12.1753650793651,6.59038095238095,0.3,2.3
Waadt,H1,2018,Günstigstes Produkt,24.365,12.565,8.6,0.9,2.3
Tessin,H1,2019,Günstigstes Produkt,22.335,10.665,7.2,2.17,2.3
Waadt,H1,2020,Günstigstes Produkt,24.895,13.095,8.6,0.9,2.3
St. Gallen,H4,2022,Günstigstes Produkt,20.59333333333333,9.683333333333334,7.72,0.6,2.3
Waadt,H1,2019,Günstigstes Produkt,24.345,12.545,8.6,0.9,2.3
Bern,H5,2024,Günstigstes Produkt,27.91,13.57,10.54,1.1,2.3
Appenzell Innerrhoden,C2,2021,Günstigstes Produkt,18.52399166666666,7.73768333333333,8.48630833333333,0,2.3
Zug,H4,2023,Günstigstes Produkt,26.01990476190476,10.18704761904762,13.53285714285714,0,2.3
Aargau,C2,2024,Günstigstes Produkt,31.36,10.19,18.54895,0.65,2.3
Bern,H4,2020,Günstigstes Produkt,24.55460317460319,12.3533333333333,9.08666666666667,1.5,2.3
Zug,H5,2018,Günstigstes Produkt,15.5966,7.0196,6.042,0.235,2.3
Bern,H1,2023,Günstigstes Produkt,30.6625,16.205,10.6575,1.5,2.3
Thurgau,H1,2020,Günstigstes Produkt,23.8403571428571,15.0088095238095,6.8311755952381,0.31,2.3
Luzern,H4,2023,Günstigstes Produkt,28.14979333333333,8.994666666666667,15.95566666666667,0.89946,2.3
Uri,C2,2020,Günstigstes Produkt,21.1459333333333,10.4783333333333,7.3676,1,2.3
Jura,H5,2020,Günstigstes Produkt,23.30426666666663,11.0013333333333,8.50293333333333,1.5,2.3
Genf,H5,2020,Günstigstes Produkt,17.07211428571429,7.25154285714286,7.52057142857143,0,2.3
Luzern,H5,2025,Günstigstes Produkt,19.6348,8.668,7.8,0.8668,2.3
Genf,H1,2020,Günstigstes Produkt,23.995,13.095,8.6,0,2.3
Luzern,H4,2020,Günstigstes Produkt,13.31976666666667,7.59466666666667,2.66563333333333,0.759466666666667,2.3
Appenzell Innerrhoden,H4,2018,Günstigstes Produkt,17.37333333333333,8.95333333333333,6.12,0,2.3
Bern,H1,2024,Günstigstes Produkt,35.4325,19.175,12.4575,1.5,2.3
Appenzell Ausserrhoden,H1,2021,Günstigstes Produkt,22.8,11.51,8.99,0,2.3
Thurgau,H4,2020,Günstigstes Produkt,18.50485714285714,9.71,6.81312698412699,0.31,2.3
Jura,H4,2019,Günstigstes Produkt,25.31999999999997,12.4333333333333,9.08666666666667,1.5,2.3
Schaffhausen,H5,2024,Günstigstes Produkt,28.11040476190476,13.56040476190476,12.25,0,2.3
Graubünden,H1,2019,Günstigstes Produkt,23.5580803571429,13.023630952381,7.8,2,2.3
Jura,H5,2021,Günstigstes Produkt,23.30426666666663,11.0013333333333,8.50293333333333,1.5,2.3
Wallis,H1,2024,Günstigstes Produkt,33.5038,16.02,13.85,1.3248,2.3
Schaffhausen,H5,2021,Günstigstes Produkt,17.13595714285715,8.64904761904762,6.18690952380953,0,2.3
Neuenburg,H4,2024,Günstigstes Produkt,33.60235555555555,12.2188,17.48355555555555,1.6,2.3
Tessin,C3,2023,Günstigstes Produkt,29.101,10.92066666666667,13.75033333333333,2.13,2.3
Glarus,H4,2025,Günstigstes Produkt,31.10134920634921,15.60134920634921,12.2,1,2.3
Tessin,C3,2020,Günstigstes Produkt,21.22233333333333,9.512,7.20033333333333,2.21,2.3
Appenzell Ausserrhoden,C3,2021,Günstigstes Produkt,16.16095833333333,6.802,7.05895833333333,0,2.3
Uri,H4,2024,Günstigstes Produkt,31.112,13.66444444444445,14.14755555555556,1,2.3
Tessin,C3,2019,Günstigstes Produkt,21.01233333333333,9.592,6.95033333333333,2.17,2.3
Uri,C6,2025,Günstigstes Produkt,20.762975,6.194713888888889,11.76826111111111,0.5,2.3
Obwalden,H4,2019,Günstigstes Produkt,20.80190476190474,10.0990476190476,7.00285714285714,1.4,2.3
Appenzell Innerrhoden,H4,2024,Günstigstes Produkt,31.20533333333333,12.16333333333333,16.742,0,2.3
Uri,C3,2021,Günstigstes Produkt,16.84266666666666,8.75333333333333,5.08933333333333,0.7,2.3
St. Gallen,C6,2025,Günstigstes Produkt,22.41241888888889,5.943377777777778,13.96904111111111,0,2.3
Bern,H4,2023,Günstigstes Produkt,24.9,11.61333333333333,9.086666666666666,1.5,2.3
Luzern,H4,2019,Günstigstes Produkt,19.52966666666667,8.38666666666667,8.00433333333333,0.838666666666667,2.3
Uri,H4,2020,Günstigstes Produkt,22.34822222222223,11.7988888888889,7.24933333333333,1,2.3
Wallis,C3,2020,Günstigstes Produkt,16.0255,5.84,7.1855,0.7,2.3
Bern,C3,2022,Günstigstes Produkt,21.14159444444444,9.579372222222222,9.162222222222223,0.2,2.3
Obwalden,C3,2025,Günstigstes Produkt,24.234,10.638,9.896,1.4,2.3
Schwyz,C3,2021,Günstigstes Produkt,18.01888888888889,8.27866666666667,6.02133333333333,1.24,2.3
Schwyz,C2,2020,Günstigstes Produkt,20.30438888888889,8.72522222222222,7.6837,1.24,2.3
Basel-Landschaft,H4,2023,Günstigstes Produkt,25.45404761904762,12.22130952380952,10.5927380952381,0.34,2.3
Appenzell Innerrhoden,H4,2021,Günstigstes Produkt,19.26333333333333,9.23333333333333,7.73,0,2.3
Waadt,C6,2022,Günstigstes Produkt,16.22959444444444,3.983977777777778,8.625616666666666,1.32,2.3
Uri,C6,2019,Günstigstes Produkt,14.026,6.298,4.928,0.5,2.3
Jura,C3,2021,Günstigstes Produkt,20.966,9.95344444444445,8.51255555555555,0.2,2.3
Aargau,C7,2019,Günstigstes Produkt,13.41459899366932,2.80922202338247,8.16406975900081,0.141307211286036,2.3
Zürich,H8,2022,Günstigstes Produkt,18.79833333333333,9.541404761904762,7.429845238095238,0.32,2.3
Schwyz,H8,2022,Günstigstes Produkt,19.23182222222222,8.842933333333333,6.838888888888889,1.24,2.3
Aargau,C7,2020,Günstigstes Produkt,13.91083018431633,2.72922202338247,8.74030094964782,0.141307211286036,2.3
Bern,C2,2022,Günstigstes Produkt,20.81,9.16,8.35,1,2.3
Bern,H8,2019,Günstigstes Produkt,22.9,11.42,8.74,1.5,2.3
Aargau,C7,2022,Günstigstes Produkt,11.23798531,2.309644033333333,6.508341276666667,0.12,2.3
St. Gallen,H8,2025,Günstigstes Produkt,28.55030952380952,10.66021031746032,14.99009920634921,0.6,2.3
Aargau,C7,2025,Günstigstes Produkt,21.95568,5.28008,14,0.35,2.3
Obwalden,C7,2020,Günstigstes Produkt,13.74007334560624,4.32032,6.21975334560624,0.9,2.3
Graubünden,C6,2023,Günstigstes Produkt,22.88133333333333,8.131333333333334,10.45,1.7,2.3
Zürich,C7,2024,Günstigstes Produkt,20.17781027333333,8.11878462,7.209025653333334,2.55,2.3
Zug,H4,2024,Günstigstes Produkt,37.50227619047619,11.49607619047619,23.7062,0,2.3
Zug,H8,2025,Günstigstes Produkt,27.93533333333333,12.28533333333333,13.35,0,2.3
Aargau,C6,2024,Günstigstes Produkt,27.7224,7.511777777777778,18.6,0.35,2.3
Zug,H8,2022,Günstigstes Produkt,18.21925333333333,8.506933333333333,7.41232,0,2.3
Schwyz,H8,2021,Günstigstes Produkt,20.19795555555556,9.2071,7.38195555555556,1.24,2.3
Zug,H8,2018,Günstigstes Produkt,16.96535555555556,7.79324444444445,6.63711111111111,0.235,2.3
Bern,H8,2018,Günstigstes Produkt,23.64769611111109,11.7868986111111,9.41068888888889,1.5,2.3
Bern,C7,2018,Günstigstes Produkt,14.43327400492257,4.83356585199482,7.29970815292775,0,2.3
Bern,H8,2020,Günstigstes Produkt,23.31926190476187,11.34,8.74,1.5,2.3
St. Gallen,H8,2024,Günstigstes Produkt,30.03233452380952,11.27447619047619,16.01427194444445,0.6,2.3
St. Gallen,H8,2019,Günstigstes Produkt,18.10625753968254,7.42011111111111,6.61404801587302,0.87,2.3
Zürich,C2,2021,Günstigstes Produkt,18.85699,9.1054,7.13159,0.32,2.3
Tessin,C3,2021,Günstigstes Produkt,21.51233333333333,9.812,7.15033333333333,2.25,2.3
Uri,C3,2020,Günstigstes Produkt,17.14266666666666,8.75333333333333,5.38933333333333,0.7,2.3
Appenzell Ausserrhoden,C3,2025,Günstigstes Produkt,26.41438333333333,9.707333333333333,14.40705,0,2.3
Glarus,H4,2024,Günstigstes Produkt,33.32698412698413,16.32698412698413,13.7,1,2.3
Zug,C3,2021,Günstigstes Produkt,16.78833333333334,7.66166666666667,6.82666666666667,0,2.3
Bern,C2,2018,Günstigstes Produkt,23.95034277777774,12.4143033333333,9.22499444444444,1,2.3
Neuenburg,H4,2021,Günstigstes Produkt,21.4440317460318,10.2963936507937,7.3476380952381,1.5,2.3
Uri,C3,2025,Günstigstes Produkt,24.47266666666667,9.306,12.16666666666667,0.7,2.3
Appenzell Ausserrhoden,C3,2022,Günstigstes Produkt,16.69166666666667,7.351333333333334,7.040333333333334,0,2.3
Neuenburg,H4,2020,Günstigstes Produkt,22.35657777777778,9.4688,8.98777777777778,1.6,2.3
Obwalden,H4,2018,Günstigstes Produkt,21.72533333333337,11.0146666666667,7.01066666666667,1.4,2.3
Wallis,C2,2019,Günstigstes Produkt,14.85,6.42,6.3,0.67,2.3
Solothurn,H4,2021,Günstigstes Produkt,21.98,9.59333333333333,8.26545238095238,1.0156,2.3
Neuenburg,H4,2018,Günstigstes Produkt,21.69182222222222,10.3223238095238,7.36949841269842,1.7,2.3
Glarus,H4,2022,Günstigstes Produkt,22.16574603174603,11.97536507936508,7.590380952380952,0.3,2.3
Freiburg,C3,2018,Günstigstes Produkt,19.52846111111111,6.70846111111111,10.52,0,2.3
St. Gallen,C3,2019,Günstigstes Produkt,16.33866666666667,7.04921077065924,6.21866666666667,0.87,2.3
Genf,C2,2019,Günstigstes Produkt,19.54,8.64,8.6,0,2.3
Schaffhausen,C2,2019,Günstigstes Produkt,19.62402333333333,10.51485,6.80917333333333,0,2.3
Wallis,C2,2021,Günstigstes Produkt,14.7936,5.78,6.02,0.6936,2.3
Schaffhausen,C2,2022,Günstigstes Produkt,18.54195166666667,9.066433333333332,7.175518333333334,0,2.3
Zürich,C3,2020,Günstigstes Produkt,18.60322666666666,9.3788,7.01933333333333,0.28,2.3
Schaffhausen,C6,2019,Günstigstes Produkt,12.92032111111112,5.14260555555556,5.47771555555556,0,2.3
Wallis,C2,2024,Günstigstes Produkt,27.01258333333333,11.8614,11.89178333333333,0.9594,2.3
Aargau,C6,2019,Günstigstes Produkt,14.1987913888889,3.33216666666667,8.39655555555556,0.170069166666667,2.3
Uri,C6,2018,Günstigstes Produkt,14.106,6.378,4.928,0.5,2.3
Jura,C2,2020,Günstigstes Produkt,22.69482222222222,10.2,9.19482222222222,1,2.3
Appenzell Innerrhoden,H4,2020,Günstigstes Produkt,18.00333333333333,8.47333333333333,7.23,0,2.3
Freiburg,H4,2022,Günstigstes Produkt,20.75657777777778,9.4688,8.987777777777778,0,2.3
Schwyz,C3,2025,Günstigstes Produkt,24.47266666666667,10.58866666666667,12.16666666666667,0.7,2.3
Bern,C3,2025,Günstigstes Produkt,23.96776111111111,11.00553888888889,10.46222222222222,0.2,2.3
St. Gallen,C3,2025,Günstigstes Produkt,27.31438333333333,9.707333333333333,14.40705,0.6,2.3
Solothurn,H4,2020,Günstigstes Produkt,21.98,9.59333333333333,8.26545238095238,1.0156,2.3
Genf,C3,2018,Günstigstes Produkt,16.61053333333334,7.19186666666667,7.11866666666667,0,2.3
Uri,C3,2024,Günstigstes Produkt,27.144,10.55666666666667,13.58733333333333,0.7,2.3
St. Gallen,C6,2020,Günstigstes Produkt,14.22715111111111,5.18474444444445,6.52974333333333,0.2,2.3
Obwalden,C3,2018,Günstigstes Produkt,18.10233333333333,7.926,6.47633333333333,1.4,2.3
Neuenburg,H4,2023,Günstigstes Produkt,26.55235555555555,9.9688,12.68355555555556,1.6,2.3
Uri,C3,2019,Günstigstes Produkt,17.17266666666666,8.78333333333333,5.38933333333333,0.7,2.3
Solothurn,H4,2025,Günstigstes Produkt,29.63985714285715,13.41333333333333,13.3,1.1,2.3
Basel-Landschaft,H4,2022,Günstigstes Produkt,21.46028571428571,10.36483333333333,8.26545238095238,0.53,2.3
Obwalden,C3,2021,Günstigstes Produkt,18.366,7.79,6.876,1.4,2.3
Solothurn,H4,2024,Günstigstes Produkt,32.27495238095238,14.16533333333333,15.32038095238095,1.1,2.3
Luzern,C2,2018,Günstigstes Produkt,21.02870555555559,10.1331666666667,7.58222222222222,1.01331666666667,2.3
Bern,C3,2024,Günstigstes Produkt,25.63776111111111,12.17553888888889,10.96222222222222,0.2,2.3
Zug,C2,2018,Günstigstes Produkt,17.33311111111111,8.82111111111111,5.977,0.235,2.3
Tessin,C3,2018,Günstigstes Produkt,20.82233333333333,9.672,6.70033333333333,2.15,2.3
Schwyz,C2,2023,Günstigstes Produkt,35.8985,9.443590277777778,23.652,1.24,2.3
St. Gallen,C3,2022,Günstigstes Produkt,17.69166666666667,7.511866666666666,7.040333333333334,0.6,2.3
Graubünden,H8,2020,Günstigstes Produkt,20.13653333333333,7.23697777777778,7.8,1.14,2.3
Wallis,C2,2022,Günstigstes Produkt,16.73,6.08,7.62,0.73,2.3
Graubünden,H8,2023,Günstigstes Produkt,24.2974,9.3974,10.6,1.14,2.3
Zürich,C7,2021,Günstigstes Produkt,13.60813802051268,5.10808809352989,6.00004992698279,0.2,2.3
Bern,C2,2021,Günstigstes Produkt,22.69482222222222,10.2,9.19482222222222,1,2.3
Thurgau,H8,2018,Günstigstes Produkt,17.19054761904762,8.98607142857143,5.51969047619048,0.31,2.3
Graubünden,H8,2018,Günstigstes Produkt,20.0888,8.993799999999984,6.81330952380952,0.95,2.3
Schwyz,C7,2023,Günstigstes Produkt,29.76814947611111,5.420487334,22.405,0.85,2.3
Graubünden,H8,2019,Günstigstes Produkt,19.41653333333333,8.28809523809524,7.8,1.14,2.3
Freiburg,H8,2025,Günstigstes Produkt,25.85769523809524,9.94765238095238,13.61004285714286,0,2.3
Aargau,C7,2024,Günstigstes Produkt,27.24208,6.915955226666667,18.6,0.35,2.3
Tessin,H8,2024,Günstigstes Produkt,29.64546666666667,11.22236666666667,13.9931,2.13,2.3
Aargau,C6,2022,Günstigstes Produkt,11.62283333333333,2.517222222222222,6.665611111111111,0.14,2.3
Schwyz,H8,2025,Günstigstes Produkt,26.61628888888889,11.72941111111111,11.34687777777778,1,2.3
St. Gallen,H8,2020,Günstigstes Produkt,18.76017857142857,7.30010714285714,7.23009325396825,0.6,2.3
Zug,H8,2021,Günstigstes Produkt,18.13546666666667,8.11051428571429,7.72495238095238,0,2.3
Zürich,H8,2018,Günstigstes Produkt,17.1605380952381,9.44095285714286,5.89447619047619,0.32,2.3
St. Gallen,H8,2022,Günstigstes Produkt,19.53022619047619,8.510132936507937,7.720093253968254,0.6,2.3
St. Gallen,H8,2018,Günstigstes Produkt,17.28021626984127,7.82497795414462,6.13804642857143,0.6,2.3
Waadt,C7,2024,Günstigstes Produkt,25.79146731655555,5.463207447111111,16.70825986944444,1.32,2.3
St. Gallen,H8,2021,Günstigstes Produkt,18.69021626984126,7.901792667020385,7.73009325396825,0.6,2.3
Graubünden,H8,2021,Günstigstes Produkt,19.5574,7.83697777777778,7.8,1.14,2.3
Luzern,C7,2024,Günstigstes Produkt,23.71218586666667,6.86152,14.12605586666667,0.54461,2.3
Schaffhausen,C7,2024,Günstigstes Produkt,21.15960671422222,7.449606714222222,11.41,0,2.3
Zürich,H8,2021,Günstigstes Produkt,18.47710238095238,8.96661904761905,6.89048333333333,0.32,2.3
Neuenburg,C6,2020,Günstigstes Produkt,15.55959444444445,3.83397777777778,8.62561666666667,0.8,2.3
Aargau,C7,2023,Günstigstes Produkt,16.55163016666667,3.44622605,10.64095411666667,0.16445,2.3
Basel-Landschaft,H8,2020,Günstigstes Produkt,19.58523273,8.565,8.265625,0.45460773,2.3
Genf,C2,2018,Günstigstes Produkt,19.56,8.66,8.6,0,2.3
Schaffhausen,C7,2018,Günstigstes Produkt,11.48943820489252,4.31914899419323,4.87028921069929,0,2.3
Basel-Landschaft,H8,2023,Günstigstes Produkt,23.86544047619048,11.15502976190476,10.07041071428571,0.34,2.3
Freiburg,H8,2018,Günstigstes Produkt,19.79243111111111,8.50407,8.98836111111111,0,2.3
Schwyz,C7,2025,Günstigstes Produkt,19.29118788444444,5.059613986666666,11.87157389777778,0.06,2.3
